16/01/2017 17:23:29.074000
1600
408
 	Служебный канал                 	Напряжение статора              	Ток статора                     	Активная мощность               	
925	0,0	0	0	0,02	
926	0,0	0	0	0,02	
927	0,0	0	0	0,02	
928	0,0	0	0	0,02	
929	0,0	0	0	0,02	
930	0,0	0	0	0,02	
931	0,0	0	0	0,02	
932	0,0	0	0	0,02	
933	0,0	0	0	0,02	
934	0,0	0	0	0,02	
935	0,0	0	0	0,02	
936	0,0	0	0	0,02	
937	0,0	0	0	0,02	
938	0,0	0	0	0,02	
939	0,0	0	0	0,02	
940	0,0	0	0	0,02	
941	0,0	0	0	0,02	
942	0,0	0	0	0,02	
943	0,0	0	0	0,02	
944	0,0	0	0	0,02	
945	0,0	0	0	0,02	
946	0,0	0	0	0,02	
947	0,0	0	0	0,02	
948	0,0	0	0	0,02	
949	0,0	0	0	0,02	
950	0,0	0	0	0,02	
951	0,0	0	0	0,02	
952	0,0	0	0	0,02	
953	0,0	0	0	0,02	
954	0,0	0	0	0,02	
955	0,0	0	0	0,02	
956	0,0	0	0	0,02	
957	0,0	0	0	0,02	
958	0,0	0	0	0,02	
959	0,0	0	0	0,02	
960	0,0	0	0	0,02	
961	0,0	0	0	0,02	
962	0,0	0	0	0,02	
963	0,0	0	0	0,02	
964	0,0	0	0	0,02	
965	0,0	0	0	0,02	
966	0,0	0	0	0,02	
967	0,0	0	0	0,02	
968	0,0	0	0	0,02	
969	0,0	0	0	0,02	
970	0,0	0	0	0,02	
971	0,0	0	0	0,02	
972	0,0	0	0	0,02	
973	0,0	0	0	0,02	
974	0,0	0	0	0,02	
975	0,0	0	0	0,02	
976	0,0	0	0	0,02	
977	0,0	0	0	0,02	
978	0,0	0	0	0,02	
979	0,0	0	0	0,02	
980	0,0	0	0	0,02	
981	0,0	0	0	0,02	
982	0,0	0	0	0,02	
983	0,0	0	0	0,02	
984	0,0	0	0	0,02	
985	0,0	0	0	0,02	
986	0,0	0	0	0,02	
987	0,0	0	0	0,02	
988	0,0	0	0	0,02	
989	0,0	0	0	0,02	
990	0,0	0	0	0,02	
991	0,0	0	0	0,02	
992	0,0	0	0	0,02	
993	0,0	0	0	0,02	
994	0,0	0	0	0,02	
995	0,0	0	0	0,02	
996	0,0	0	0	0,02	
997	0,0	0	0	0,02	
998	0,0	0	0	0,02	
999	0,0	0	0	0,02	
1000	0,0	0	0	0,02	
1001	0,0	0	0	0,02	
1002	0,0	0	0	0,02	
1003	0,0	0	0	0,02	
1004	0,0	0	0	0,02	
1005	0,0	0	0	0,02	
1006	0,0	0	0	0,02	
1007	0,0	0	0	0,02	
1008	0,0	0	0	0,02	
1009	0,0	0	0	0,02	
1010	0,0	0	0	0,02	
1011	0,0	0	0	0,02	
1012	0,0	0	0	0,02	
1013	0,0	0	0	0,02	
1014	0,0	0	0	0,02	
1015	0,0	0	0	0,02	
1016	0,0	0	0	0,02	
1017	0,0	0	0	0,02	
1018	0,0	0	0	0,02	
1019	0,0	0	0	0,02	
1020	0,0	0	0	0,02	
1021	0,0	0	0	0,02	
1022	0,0	0	0	0,02	
1023	0,0	0	0	0,02	
1024	0,0	0	0	0,02	
1025	0,0	0	0	0,02	
1026	0,0	0	0	0,02	
1027	0,0	0	0	0,02	
1028	0,0	0	0	0,02	
1029	0,0	0	0	0,02	
1030	0,0	0	0	0,02	
1031	0,0	0	0	0,02	
1032	0,0	0	0	0,02	
1033	0,0	0	0	0,02	
1034	0,0	0	0	0,02	
1035	0,0	0	0	0,02	
1036	0,0	0	0	0,02	
1037	0,0	0	0	0,02	
1038	0,0	0	0	0,02	
1039	0,0	0	0	0,02	
1040	0,0	0	0	0,02	
1041	0,0	0	0	0,02	
1042	0,0	0	0	0,02	
1043	0,0	0	0	0,02	
1044	0,0	0	0	0,02	
1045	0,0	0	0	0,02	
1046	0,0	0	0	0,02	
1047	0,0	0	0	0,02	
1048	0,0	0	0	0,02	
1049	0,0	0	0	0,02	
1050	0,0	0	0	0,02	
1051	0,0	0	0	0,02	
1052	0,0	0	0	0,02	
1053	0,0	0	0	0,02	
1054	0,0	0	0	0,02	
1055	0,0	0	0	0,02	
1056	0,0	0	0	0,02	
1057	0,0	0	0	0,02	
1058	0,0	0	0	0,02	
1059	0,0	0	0	0,02	
1060	0,0	0	0	0,02	
1061	0,0	0	0	0,02	
1062	0,0	0	0	0,02	
1063	0,0	0	0	0,02	
1064	0,0	0	0	0,02	
1065	0,0	0	0	0,02	
1066	0,0	0	0	0,02	
1067	0,0	0	0	0,02	
1068	0,0	0	0	0,02	
1069	0,0	0	0	0,02	
1070	0,0	0	0	0,02	
1071	0,0	0	0	0,02	
1072	0,0	0	0	0,02	
1073	0,0	0	0	0,02	
1074	0,0	0	0	0,02	
1075	0,0	0	0	0,02	
1076	0,0	0	0	0,02	
1077	0,0	0	0	0,02	
1078	0,0	0	0	0,02	
1079	0,0	0	0	0,02	
1080	0,0	0	0	0,02	
1081	0,0	0	0	0,02	
1082	0,0	0	0	0,02	
1083	0,0	0	0	0,02	
1084	0,0	0	0	0,02	
1085	0,0	0	0	0,02	
1086	0,0	0	0	0,02	
1087	0,0	0	0	0,02	
1088	0,0	0	0	0,02	
1089	0,0	0	0	0,02	
1090	0,0	0	0	0,02	
1091	0,0	0	0	0,02	
1092	0,0	0	0	0,02	
1093	0,0	0	0	0,02	
1094	0,0	0	0	0,02	
1095	0,0	0	0	0,02	
1096	0,0	0	0	0,02	
1097	0,0	0	0	0,02	
1098	0,0	0	0	0,02	
1099	0,0	0	0	0,02	
1100	0,0	0	0	0,02	
1101	0,0	0	0	0,02	
1102	0,0	0	0	0,02	
1103	0,0	0	0	0,02	
1104	0,0	0	0	0,02	
1105	0,0	0	0	0,02	
1106	0,0	0	0	0,02	
1107	0,0	0	0	0,02	
1108	0,0	0	0	0,02	
1109	0,0	0	0	0,02	
1110	0,0	0	0	0,02	
1111	0,0	0	0	0,02	
1112	0,0	0	0	0,02	
1113	0,0	0	0	0,02	
1114	0,0	0	0	0,02	
1115	0,0	0	0	0,02	
1116	0,0	0	0	0,02	
1117	0,0	0	0	0,02	
1118	0,0	0	0	0,02	
1119	0,0	0	0	0,02	
1120	0,0	0	0	0,02	
1121	0,0	0	0	0,02	
1122	0,0	0	0	0,02	
1123	0,0	0	0	0,02	
1124	0,0	0	0	0,02	
1125	0,0	0	0	0,02	
1126	0,0	0	0	0,02	
1127	0,0	0	0	0,02	
1128	0,0	0	0	0,02	
1129	0,0	0	0	0,02	
1130	0,0	0	0	0,02	
1131	0,0	0	0	0,02	
1132	0,0	0	0	0,02	
1133	0,0	0	0	0,02	
1134	0,0	0	0	0,02	
1135	0,0	0	0	0,02	
1136	0,0	0	0	0,02	
1137	0,0	0	0	0,02	
1138	0,0	0	0	0,02	
1139	0,0	0	0	0,02	
1140	0,0	0	0	0,02	
1141	0,0	0	0	0,02	
1142	0,0	0	0	0,02	
1143	0,0	0	0	0,02	
1144	0,0	0	0	0,02	
1145	0,0	0	0	0,02	
1146	0,0	0	0	0,02	
1147	0,0	0	0	0,02	
1148	0,0	0	0	0,02	
1149	0,0	0	0	0,02	
1150	0,0	0	0	0,02	
1151	0,0	0	0	0,02	
1152	0,0	0	0	0,02	
1153	0,0	0	0	0,02	
1154	0,0	0	0	0,02	
1155	0,0	0	0	0,02	
1156	0,0	0	0	0,02	
1157	0,0	0	0	0,02	
1158	0,0	0	0	0,02	
1159	0,0	0	0	0,02	
1160	0,0	0	0	0,02	
1161	0,0	0	0	0,02	
1162	0,0	0	0	0,02	
1163	0,0	0	0	0,02	
1164	0,0	0	0	0,02	
1165	0,0	0	0	0,02	
1166	0,0	0	0	0,02	
1167	0,0	0	0	0,02	
1168	0,0	0	0	0,02	
1169	0,0	0	0	0,02	
1170	0,0	0	0	0,02	
1171	0,0	0	0	0,02	
1172	0,0	0	0	0,02	
1173	0,0	0	0	0,02	
1174	0,0	0	0	0,02	
1175	0,0	0	0	0,02	
1176	0,0	0	0	0,02	
1177	0,0	0	0	0,02	
1178	0,0	0	0	0,02	
1179	0,0	0	0	0,02	
1180	0,0	0	0	0,02	
1181	0,0	0	0	0,02	
1182	0,0	0	0	0,02	
1183	0,0	0	0	0,02	
1184	0,0	0	0	0,02	
1185	0,0	0	0	0,02	
1186	0,0	0	0	0,02	
1187	0,0	0	0	0,02	
1188	0,0	0	0	0,02	
1189	0,0	0	0	0,02	
1190	0,0	0	0	0,02	
1191	0,0	0	0	0,02	
1192	0,0	0	0	0,02	
1193	0,0	0	0	0,02	
1194	0,0	0	0	0,02	
1195	0,0	0	0	0,02	
1196	0,0	0	0	0,02	
1197	0,0	0	0	0,02	
1198	0,0	0	0	0,02	
1199	0,0	0	0	0,02	
1200	0,0	0	0	0,02	
1201	0,0	0	0	0,02	
1202	0,0	0	0	0,02	
1203	0,0	0	0	0,02	
1204	0,0	0	0	0,02	
1205	0,0	0	0	0,02	
1206	0,0	0	0	0,02	
1207	0,0	0	0	0,02	
1208	0,0	0	0	0,02	
1209	0,0	0	0	0,02	
1210	0,0	0	0	0,02	
1211	0,0	0	0	0,02	
1212	0,0	0	0	0,02	
1213	0,0	0	0	0,02	
1214	0,0	0	0	0,02	
1215	0,0	0	0	0,02	
1216	0,0	0	0	0,02	
1217	0,0	0	0	0,02	
1218	0,0	0	0	0,02	
1219	0,0	0	0	0,02	
1220	0,0	0	0	0,02	
1221	0,0	0	0	0,02	
1222	0,0	0	0	0,02	
1223	0,0	0	0	0,02	
1224	0,0	0	0	0,02	
1225	0,0	0	0	0,02	
1226	0,0	0	0	0,02	
1227	0,0	0	0	0,02	
1228	0,0	0	0	0,02	
1229	0,0	0	0	0,02	
1230	0,0	0	0	0,02	
1231	0,0	0	0	0,02	
1232	0,0	0	0	0,02	
1233	0,0	0	0	0,02	
1234	0,0	0	0	0,02	
1235	0,0	0	0	0,02	
1236	0,0	0	0	0,02	
1237	0,0	0	0	0,02	
1238	0,0	0	0	0,02	
1239	0,0	0	0	0,02	
1240	0,0	0	0	0,02	
1241	0,0	0	0	0,02	
1242	0,0	0	0	0,02	
1243	0,0	0	0	0,02	
1244	0,0	0	0	0,02	
1245	0,0	0	0	0,02	
1246	0,0	0	0	0,02	
1247	0,0	0	0	0,02	
1248	0,0	0	0	0,02	
1249	0,0	0	0	0,02	
1250	0,0	0	0	0,02	
1251	0,0	0	0	0,02	
1252	0,0	0	0	0,02	
1253	0,0	0	0	0,02	
1254	0,0	0	0	0,02	
1255	0,0	0	0	0,02	
1256	0,0	0	0	0,02	
1257	0,0	0	0	0,02	
1258	0,0	0	0	0,02	
1259	0,0	0	0	0,02	
1260	0,0	0	0	0,02	
1261	0,0	0	0	0,02	
1262	0,0	0	0	0,02	
1263	0,0	0	0	0,02	
1264	0,0	0	0	0,02	
1265	0,0	0	0	0,02	
1266	0,0	0	0	0,02	
1267	0,0	0	0	0,02	
1268	0,0	0	0	0,02	
1269	0,0	0	0	0,02	
1270	0,0	0	0	0,02	
1271	0,0	0	0	0,02	
1272	0,0	0	0	0,02	
1273	0,0	0	0	0,02	
1274	0,0	0	0	0,02	
1275	0,0	0	0	0,02	
1276	0,0	0	0	0,02	
1277	0,0	0	0	0,02	
1278	0,0	0	0	0,02	
1279	0,0	0	0	0,02	
1280	0,0	0	0	0,02	
1281	0,0	0	0	0,02	
1282	0,0	0	0	0,02	
1283	0,0	0	0	0,02	
1284	0,0	0	0	0,02	
1285	0,0	0	0	0,02	
1286	0,0	0	0	0,02	
1287	0,0	0	0	0,02	
1288	0,0	0	0	0,02	
1289	0,0	0	0	0,02	
1290	0,0	0	0	0,02	
1291	0,0	0	0	0,02	
1292	0,0	0	0	0,02	
1293	0,0	0	0	0,02	
1294	0,0	0	0	0,02	
1295	0,0	0	0	0,02	
1296	0,0	0	0	0,02	
1297	0,0	0	0	0,02	
1298	0,0	0	0	0,02	
1299	0,0	0	0	0,02	
1300	0,0	0	0	0,02	
1301	0,0	0	0	0,02	
1302	0,0	0	0	0,02	
1303	0,0	0	0	0,02	
1304	0,0	0	0	0,02	
1305	0,0	0	0	0,02	
1306	0,0	0	0	0,02	
1307	0,0	0	0	0,02	
1308	0,0	0	0	0,02	
1309	0,0	0	0	0,02	
1310	0,0	0	0	0,02	
1311	0,0	0	0	0,02	
1312	0,0	0	0	0,02	
1313	0,0	0	0	0,02	
1314	0,0	0	0	0,02	
1315	0,0	0	0	0,02	
1316	0,0	0	0	0,02	
1317	0,0	0	0	0,02	
1318	0,0	0	0	0,02	
1319	0,0	0	0	0,02	
1320	0,0	0	0	0,02	
1321	0,0	0	0	0,02	
1322	0,0	0	0	0,02	
1323	0,0	0	0	0,02	
1324	0,0	0	0	0,02	
1325	0,0	0	0	0,02	
1326	0,0	0	0	0,02	
1327	0,0	0	0	0,02	
1328	0,0	0	0	0,02	
1329	0,0	0	0	0,02	
1330	0,0	0	0	0,02	
1331	0,0	0	0	0,02	
1332	0,0	0	0	0,02	
1333	0,0	0	0	0,02	
1334	0,0	0	0	0,02	
1335	0,0	0	0	0,02	
1336	0,0	0	0	0,02	
1337	0,0	0	0	0,02	
1338	0,0	0	0	0,02	
1339	0,0	0	0	0,02	
1340	0,0	0	0	0,02	
1341	0,0	0	0	0,02	
1342	0,0	0	0	0,02	
1343	0,0	0	0	0,02	
1344	0,0	0	0	0,02	
1345	0,0	0	0	0,02	
1346	0,0	0	0	0,02	
1347	0,0	0	0	0,02	
1348	0,0	0	0	0,02	
1349	0,0	0	0	0,02	
1350	0,0	0	0	0,02	
1351	0,0	0	0	0,02	
1352	0,0	0	0	0,02	
1353	0,0	0	0	0,02	
1354	0,0	0	0	0,02	
1355	0,0	0	0	0,02	
1356	0,0	0	0	0,02	
1357	0,0	0	0	0,02	
1358	0,0	0	0	0,02	
1359	0,0	0	0	0,02	
1360	0,0	0	0	0,02	
1361	0,0	0	0	0,02	
1362	0,0	0	0	0,02	
1363	0,0	0	0	0,02	
1364	0,0	0	0	0,02	
1365	0,0	0	0	0,02	
1366	0,0	0	0	0,02	
1367	0,0	0	0	0,02	
1368	0,0	0	0	0,02	
1369	0,0	0	0	0,02	
1370	0,0	0	0	0,02	
1371	0,0	0	0	0,02	
1372	0,0	0	0	0,02	
1373	0,0	0	0	0,02	
1374	0,0	0	0	0,02	
1375	0,0	0	0	0,02	
1376	0,0	0	0	0,02	
1377	0,0	0	0	0,02	
1378	0,0	0	0	0,02	
1379	0,0	0	0	0,02	
1380	0,0	0	0	0,02	
1381	0,0	0	0	0,02	
1382	0,0	0	0	0,02	
1383	0,0	0	0	0,02	
1384	0,0	0	0	0,02	
1385	0,0	0	0	0,02	
1386	0,0	0	0	0,02	
1387	0,0	0	0	0,02	
1388	0,0	0	0	0,02	
1389	0,0	0	0	0,02	
1390	0,0	0	0	0,02	
1391	0,0	0	0	0,02	
1392	0,0	0	0	0,02	
1393	0,0	0	0	0,02	
1394	0,0	0	0	0,02	
1395	0,0	0	0	0,02	
1396	0,0	0	0	0,02	
1397	0,0	0	0	0,02	
1398	0,0	0	0	0,02	
1399	0,0	0	0	0,02	
1400	0,0	0	0	0,02	
1401	0,0	0	0	0,02	
1402	0,0	0	0	0,02	
1403	0,0	0	0	0,02	
1404	0,0	0	0	0,02	
1405	0,0	0	0	0,02	
1406	0,0	0	0	0,02	
1407	0,0	0	0	0,02	
1408	0,0	0	0	0,02	
1409	0,0	0	0	0,02	
1410	0,0	0	0	0,02	
1411	0,0	0	0	0,02	
1412	0,0	0	0	0,02	
1413	0,0	0	0	0,02	
1414	0,0	0	0	0,02	
1415	0,0	0	0	0,02	
1416	0,0	0	0	0,02	
1417	0,0	0	0	0,02	
1418	0,0	0	0	0,02	
1419	0,0	0	0	0,02	
1420	0,0	0	0	0,02	
1421	0,0	0	0	0,02	
1422	0,0	0	0	0,02	
1423	0,0	0	0	0,02	
1424	0,0	0	0	0,02	
1425	0,0	0	0	0,02	
1426	0,0	0	0	0,02	
1427	0,0	0	0	0,02	
1428	0,0	0	0	0,02	
1429	0,0	0	0	0,02	
1430	0,0	0	0	0,02	
1431	0,0	0	0	0,02	
1432	0,0	0	0	0,02	
1433	0,0	0	0	0,02	
1434	0,0	0	0	0,02	
1435	0,0	0	0	0,02	
1436	0,0	0	0	0,02	
1437	0,0	0	0	0,02	
1438	0,0	0	0	0,02	
1439	0,0	0	0	0,02	
1440	0,0	0	0	0,02	
1441	0,0	0	0	0,02	
1442	0,0	0	0	0,02	
1443	0,0	0	0	0,02	
1444	0,0	0	0	0,02	
1445	0,0	0	0	0,02	
1446	0,0	0	0	0,02	
1447	0,0	0	0	0,02	
1448	0,0	0	0	0,02	
1449	0,0	0	0	0,02	
1450	0,0	0	0	0,02	
1451	0,0	0	0	0,02	
1452	0,0	0	0	0,02	
1453	0,0	0	0	0,02	
1454	0,0	0	0	0,02	
1455	0,0	0	0	0,02	
1456	0,0	0	0	0,02	
1457	0,0	0	0	0,02	
1458	0,0	0	0	0,02	
1459	0,0	0	0	0,02	
1460	0,0	0	0	0,02	
1461	0,0	0	0	0,02	
1462	0,0	0	0	0,02	
1463	0,0	0	0	0,02	
1464	0,0	0	0	0,02	
1465	0,0	0	0	0,02	
1466	0,0	0	0	0,02	
1467	0,0	0	0	0,02	
1468	0,0	0	0	0,02	
1469	0,0	0	0	0,02	
1470	0,0	0	0	0,02	
1471	0,0	0	0	0,02	
1472	0,0	0	0	0,02	
1473	0,0	0	0	0,02	
1474	0,0	0	0	0,02	
1475	0,0	0	0	0,02	
1476	0,0	0	0	0,02	
1477	0,0	0	0	0,02	
1478	0,0	0	0	0,02	
1479	0,0	0	0	0,02	
1480	0,0	0	0	0,02	
1481	0,0	0	0	0,02	
1482	0,0	0	0	0,02	
1483	0,0	0	0	0,02	
1484	0,0	0	0	0,02	
1485	0,0	0	0	0,02	
1486	0,0	0	0	0,02	
1487	0,0	0	0	0,02	
1488	0,0	0	0	0,02	
1489	0,0	0	0	0,02	
1490	0,0	0	0	0,02	
1491	0,0	0	0	0,02	
1492	0,0	0	0	0,02	
1493	0,0	0	0	0,02	
1494	0,0	0	0	0,02	
1495	0,0	0	0	0,02	
1496	0,0	0	0	0,02	
1497	0,0	0	0	0,02	
1498	0,0	0	0	0,02	
1499	0,0	0	0	0,02	
1500	0,0	0	0	0,02	
1501	0,0	0	0	0,02	
1502	0,0	0	0	0,02	
1503	0,0	0	0	0,02	
1504	0,0	0	0	0,02	
1505	0,0	0	0	0,02	
1506	0,0	0	0	0,02	
1507	0,0	0	0	0,02	
1508	0,0	0	0	0,02	
1509	0,0	0	0	0,02	
1510	0,0	0	0	0,02	
1511	0,0	0	0	0,02	
1512	0,0	0	0	0,02	
1513	0,0	0	0	0,02	
1514	0,0	0	0	0,02	
1515	0,0	0	0	0,02	
1516	0,0	0	0	0,02	
1517	0,0	0	0	0,02	
1518	0,0	0	0	0,02	
1519	0,0	0	0	0,02	
1520	0,0	0	0	0,02	
1521	0,0	0	0	0,02	
1522	0,0	0	0	0,02	
1523	0,0	0	0	0,02	
1524	0,0	0	0	0,02	
1525	0,0	0	0	0,02	
1526	0,0	0	0	0,02	
1527	0,0	0	0	0,02	
1528	0,0	0	0	0,02	
1529	0,0	0	0	0,02	
1530	0,0	0	0	0,02	
1531	0,0	0	0	0,02	
1532	0,0	0	0	0,02	
1533	0,0	0	0	0,02	
1534	0,0	0	0	0,02	
1535	0,0	0	0	0,02	
1536	0,0	0	0	0,02	
1537	0,0	0	0	0,02	
1538	0,0	0	0	0,02	
1539	0,0	0	0	0,02	
1540	0,0	0	0	0,02	
1541	0,0	0	0	0,02	
1542	0,0	0	0	0,02	
1543	0,0	0	0	0,02	
1544	0,0	0	0	0,02	
1545	0,0	0	0	0,02	
1546	0,0	0	0	0,02	
1547	0,0	0	0	0,02	
1548	0,0	0	0	0,02	
1549	0,0	0	0	0,02	
1550	0,0	0	0	0,02	
1551	0,0	0	0	0,02	
1552	0,0	0	0	0,02	
1553	0,0	0	0	0,02	
1554	0,0	0	0	0,02	
1555	0,0	0	0	0,02	
1556	0,0	0	0	0,02	
1557	0,0	0	0	0,02	
1558	0,0	0	0	0,02	
1559	0,0	0	0	0,02	
1560	0,0	0	0	0,02	
1561	0,0	0	0	0,02	
1562	0,0	0	0	0,02	
1563	0,0	0	0	0,02	
1564	0,0	0	0	0,02	
1565	0,0	0	0	0,02	
1566	0,0	0	0	0,02	
1567	0,0	0	0	0,02	
1568	0,0	0	0	0,02	
1569	0,0	0	0	0,02	
1570	0,0	0	0	0,02	
1571	0,0	0	0	0,02	
1572	0,0	0	0	0,02	
1573	0,0	0	0	0,02	
1574	0,0	0	0	0,02	
1575	0,0	0	0	0,02	
1576	0,0	0	0	0,02	
1577	0,0	0	0	0,02	
1578	0,0	0	0	0,02	
1579	0,0	0	0	0,02	
1580	0,0	0	0	0,02	
1581	0,0	0	0	0,02	
1582	0,0	0	0	0,02	
1583	0,0	0	0	0,02	
1584	0,0	0	0	0,02	
1585	0,0	0	0	0,02	
1586	0,0	0	0	0,02	
1587	0,0	0	0	0,02	
1588	0,0	0	0	0,02	
1589	0,0	0	0	0,02	
1590	0,0	0	0	0,02	
1591	0,0	0	0	0,02	
1592	0,0	0	0	0,02	
1593	0,0	0	0	0,02	
1594	0,0	0	0	0,02	
1595	0,0	0	0	0,02	
1596	0,0	0	0	0,02	
1597	0,0	0	0	0,02	
1598	0,0	0	0	0,02	
1599	0,0	0	0	0,02	
1600	0,0	0	0	0,02	
1601	0,0	0	0	0,02	
1602	0,0	0	0	0,02	
1603	0,0	0	0	0,02	
1604	0,0	0	0	0,02	
1605	0,0	0	0	0,02	
1606	0,0	0	0	0,02	
1607	0,0	0	0	0,02	
1608	0,0	0	0	0,02	
1609	0,0	0	0	0,02	
1610	0,0	0	0	0,02	
1611	0,0	0	0	0,02	
1612	0,0	0	0	0,02	
1613	0,0	0	0	0,02	
1614	0,0	0	0	0,02	
1615	0,0	0	0	0,02	
1616	0,0	0	0	0,02	
1617	0,0	0	0	0,02	
1618	0,0	0	0	0,02	
1619	0,0	0	0	0,02	
1620	0,0	0	0	0,02	
1621	0,0	0	0	0,02	
1622	0,0	0	0	0,02	
1623	0,0	0	0	0,02	
1624	0,0	0	0	0,02	
1625	0,0	0	0	0,02	
1626	0,0	0	0	0,02	
1627	0,0	0	0	0,02	
1628	0,0	0	0	0,02	
1629	0,0	0	0	0,02	
1630	0,0	0	0	0,02	
